"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo
balanced-adulto-raza-pequena-x-7-5-kg;"Balanced Adulto Raza Pequeña x 7.5 kg.";"Perros > Alimentos balanceados > ALIMENTOS SECOS > Vital Can > Balanced";Presentación;"7.5 kg";Etapa;Adulto;Razas;Pequeña;42,200.00;;7.50;0.00;0.00;0.00;0;00218;;NO;NO;"<h3>Alimento balanceado seco para perros adultos de razas peque&ntilde;as.</h3>
<p><strong>Caracteristicas:&nbsp;</strong>Programa Equilibrio Saludable. Indicado para perros adultos de raza peque&ntilde;a de 12 meses hasta 7 a&ntilde;os.</p>
<p>&nbsp;</p>
<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>
<p>Dale a tu mascota lo mejor en alimentos y vis&iacute;ta tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece.</p>";;;;"Vital Can Balanced";SI;;;;
balanced-adulto-raza-mediana-x-20-kg;"Balanced Adulto Raza Mediana x 20 kg.";"Perros > Alimentos balanceados > ALIMENTOS SECOS > Vital Can > Balanced";Presentación;"20 kg";Etapa;Adulto;Razas;Mediana;83,900.00;;20.00;0.00;0.00;0.00;0;00215;;NO;NO;"<h3>Alimento balanceado seco para perros adultos de razas medianas.</h3>
<p><strong>Caracteristicas:&nbsp;</strong>Programa Equilibrio Saludable. Indicado para perros adultos de raza medianas de 12 meses hasta 7 a&ntilde;os.</p>
<p>&nbsp;</p>
<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>
<p>Dale a tu mascota lo mejor en alimentos y vis&iacute;ta tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece.</p>";perro;"La linea mas completa de alimentos para mascotas encontrala en La Masc";"Alimentos para perros al mejor precio";"Vital Can Balanced";SI;;;;
pelota-rugby-grande-de-goma;"Pelota Rugby Grande de Goma";"Perros > Accesorios > Juguetes y comederos ";;;;;;;9,300.00;;0.20;0.00;0.00;0.00;1;00944;;SI;NO;"<p><strong>Material resistente, ideal para que tu mascota gaste energia y se divierta!&nbsp;</strong></p>

<p>&nbsp;</p>
";;"La linea mas completa de accesorios para mascotas encontrala en La Mas";"Accesorios para mascotas al mejor precio";"Pets - plast";SI;;;;
hueso-de-goma-mediano;"Hueso de Goma Mediano";"Perros > Accesorios > Juguetes y comederos ";;;;;;;4,900.00;;0.04;0.00;0.00;0.00;13;00922;;SI;NO;"<h4><strong>Hueso de goma mediano</strong><o:p></o:p></h4>

<p>Peso: 82,20 grs<br />
Medidas: 15,5 cm<o:p></o:p></p>
";"juguete, perro";"La linea mas completa de accesorios para mascotas encontrala en La Mas";"Accesorios para mascotas al mejor precio";"Pets - Plast";SI;;;;
bebedero-automatico2;"Bebedero automatico";;;;;;;;11,900.00;;0.20;0.00;0.00;0.00;6;00920;;SI;NO;"<h4><strong>Comedero con tolva dosificadora para bebida</strong></h4>
<p>Peso: 243grs<br />Medidas: 27cm x 17,5cm x 23cm alto</p>
<p>&nbsp;</p>
<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>
<p>Dale a tu mascota lo mejor en alimentos y vis&iacute;ta tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece.</p>";"accesorios, agua, bebederos, perro";"La linea mas completa de accesorios para mascotas encontrala en La Mas";"Accesorios para mascotas al mejor precio";"Pets - plast";SI;;;;
pesa-de-goma;"Pesa de Goma";"Perros > Accesorios > Juguetes y comederos , ¡OFERTAS! > PROMOCIONES";;;;;;;6,300.00;;0.20;0.00;0.00;0.00;6;;;SI;NO;"<p><strong>Material resistente, varios colores, ideal para que tu mascota gaste energia y se divierta</strong></p>

<p>Pesa de Goma<br />
Peso: 11 grs<br />
Medidas: 104 cm<o:p></o:p></p>

<p>&nbsp;</p>
";;"La linea mas completa de accesorios para mascotas encontrala en La Mas";"Accesorios para mascotas al mejor precio";"Pets - plast";SI;;;;
hueso-mordillo-de-goma;"Hueso Mordillo de Goma";"Perros > Accesorios > Juguetes y comederos ";;;;;;;6,600.00;;0.08;0.00;0.00;0.00;6;00939;;SI;NO;"<p>Material resistente, ideal para que tu mascota gaste energia y se divierta!&nbsp;</p>

<p>Hueso Mordillo de Goma<br />
Peso: 77 grs<br />
Medidas: 9 cm<o:p></o:p></p>
";;"La linea mas completa de accesorios para mascotas encontrala en La Mas";"Accesorios para mascotas al mejor precio";"Pets - plast";SI;;;;
hueso-de-goma-grande;"Hueso de Goma Grande";"Perros > Accesorios > Juguetes y comederos ";;;;;;;10,400.00;;0.15;0.00;0.00;0.00;18;;;SI;NO;"<h4><strong>Hueso de goma grande</strong><o:p></o:p></h4>

<p>Peso: 138,40 grs<br />
Medidas: 18,5 cm<o:p></o:p></p>
";"juguete, perro";"La linea mas completa de accesorios para mascotas encontrala en La Mas";"Accesorios para mascotas al mejor precio";"Pets - plast";SI;;;;
comedero-doble-cuadrado;"Comedero Doble Cuadrado";"Perros > Accesorios > Juguetes y comederos , Gatos > Accesorios  > Comederos";;;;;;;4,000.00;;0.22;0.00;0.00;0.00;5;00908;;SI;NO;"<h4><strong>Comedero doble rectangular de plastico, para el alimento y agua de tu mascota.</strong><o:p></o:p></h4>

<p>Peso: 216 grs<br />
Medidas: 28 x 16 cm x 5 cm</p>

<p><strong style=""color: rgb(0, 0, 0); font-family: &quot;Open Sans&quot;, sans-serif; font-size: 16px;"">Elecci&oacute;n de colores:</strong><span style=""color: rgb(0, 0, 0); font-family: &quot;Open Sans&quot;, sans-serif; font-size: 16px;"">&nbsp;</span><span style=""font-family: &quot;Open Sans&quot;, sans-serif; font-size: 16px; color: rgb(105, 105, 105);"">dejanos tus preferencias de colores en las notas al finalizar tu pedido</span></p>

<p><o:p></o:p><span style=""font-size:9.5pt;font-family:&quot;Arial&quot;,&quot;sans-serif&quot;;color:#7F8289""><o:p></o:p></span></p>
";"accesorios, comedero, comida, gatos, perros";"La linea mas completa de accesorios para mascotas encontrala en La Mas";"Accesorios para mascotas al mejor precio";"Pets - plast";SI;;;;
pro-plan-adulto-raza-pequena-x-3-kg;"Pro Plan Adulto Raza Pequeña x 3 kg.";"Perros > Alimentos balanceados > ALIMENTOS SECOS > Pro Plan";Presentación;"3 kg";Etapa;Adulto;Razas;Pequeña;41,300.00;;3.00;0.00;0.00;0.00;14;00416;;SI;NO;"<h3><strong>DESCRIPCION</strong>:</h3>

<p>Alimento balanceado seco</p>

<p>Para perros adultos de razas peque&ntilde;as.</p>

<p><strong>Caracteristicas:&nbsp;</strong>Provee nutrici&oacute;n de avanzada que ayuda a los perros de razas peque&ntilde;as a mantenerse fuertes y llenos de vitalidad.</p>

<p>Para satisfacer las necesidades nutricionales espec&iacute;ficas de los perros de razas peque&ntilde;as, PRO PLAN&reg; ha desarrollado OptiHealth Razas Peque&ntilde;as, una f&oacute;rmula que ofrece nutrici&oacute;n concentrada con &oacute;ptimos niveles de prote&iacute;nas (29%) y grasas (17%).</p>

<p><strong>Ingredientes:&nbsp;</strong>Carne de pollo congelada, harina de subproductos de pollo, gluten de ma&iacute;z, ma&iacute;z, trigo, aceite de pollo y/o grasa vacuna preservados con tocoferoles (fuente de vitamina E), hidrolizado a base de subproductos de pollo y/o cerdo, arroz, huevo en polvo, cloruro de potasio, pulpa de remolacha, carbonato y/o fosfato c&aacute;lcico, sal, zeolita, aceite de pescado y/o harina de alga (Schizochytrium sp.), suplementos minerales [(sulfatos: zinc, hierro, manganeso, cobre, magnesio), (proteinatos: zinc, hierro, manganeso, cobre, selenio), yodato de calcio, selenito de sodio], sorbato de potasio, suplemento vitam&iacute;nico antioxidante (A, D3, E, K3, B1, B2, B3, B5, B6, B7, B9, B12, BHT), cloruro de colina, pared celular de levadura Saccharomyces cerevisiae (fuente de manano-oligosac&aacute;ridos y betaglucanos), DL-metionina, butirato de calcio, calostro bovino en polvo (fuente natural de anticuerpos), &aacute;cido asc&oacute;rbico (fuente de vitamina C), L-lisina, L-tript&oacute;fano, L-treonina.</p>

<div class=""quadrant-zone mix-quadrant-zone_2of3"" style=""margin: 0px; padding: 0px; border: 0px; font-size: 14px; font-family: Gotham, Arial, &quot;Helvetica Neue&quot;, Helvetica, sans-serif; vertical-align: baseline; box-sizing: border-box; width: 669.328px; color: rgb(61, 56, 53);""><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de&nbsp;entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></div>
";;"La linea mas completa de alimentos para mascotas encontrala en La Masc";"Alimentos para perros al mejor precio";"Pro Plan";SI;;;;
pro-plan-adulto-raza-pequena-x-7-5-kg;"Pro Plan Adulto Raza Pequeña x 7.5 kg.";"Perros > Alimentos balanceados > ALIMENTOS SECOS > Pro Plan";Presentación;"7.5 kg";Etapa;Adulto;Razas;Pequeña;82,500.00;;7.50;0.00;0.00;0.00;0;00417;;SI;NO;"<h4>PROMOCIONES NO ACUMULABLES CON OTROS DESCUENTOS</h4>
<p><strong>DESCRIPCION</strong>:</p>
<p>Alimento balanceado seco para perros adultos de razas peque&ntilde;as.</p>
<p><strong>Caracteristicas:&nbsp;</strong>Provee nutrici&oacute;n de avanzada que ayuda a los perros de razas peque&ntilde;as a mantenerse fuertes y llenos de vitalidad.</p>
<p>Para satisfacer las necesidades nutricionales espec&iacute;ficas de los perros de razas peque&ntilde;as, PRO PLAN&reg; ha desarrollado OptiHealth Razas Peque&ntilde;as, una f&oacute;rmula que ofrece nutrici&oacute;n concentrada con &oacute;ptimos niveles de prote&iacute;nas (29%) y grasas (17%).</p>
<p><strong>Ingredientes:&nbsp;</strong>Carne de pollo congelada, harina de subproductos de pollo, gluten de ma&iacute;z, ma&iacute;z, trigo, aceite de pollo y/o grasa vacuna preservados con tocoferoles (fuente de vitamina E), hidrolizado a base de subproductos de pollo y/o cerdo, arroz, huevo en polvo, cloruro de potasio, pulpa de remolacha, carbonato y/o fosfato c&aacute;lcico, sal, zeolita, aceite de pescado y/o harina de alga (Schizochytrium sp.), suplementos minerales [(sulfatos: zinc, hierro, manganeso, cobre, magnesio), (proteinatos: zinc, hierro, manganeso, cobre, selenio), yodato de calcio, selenito de sodio], sorbato de potasio, suplemento vitam&iacute;nico antioxidante (A, D3, E, K3, B1, B2, B3, B5, B6, B7, B9, B12, BHT), cloruro de colina, pared celular de levadura Saccharomyces cerevisiae (fuente de manano-oligosac&aacute;ridos y betaglucanos), DL-metionina, butirato de calcio, calostro bovino en polvo (fuente natural de anticuerpos), &aacute;cido asc&oacute;rbico (fuente de vitamina C), L-lisina, L-tript&oacute;fano, L-treonina.</p>
<div class=""quadrant-zone mix-quadrant-zone_2of3"" style=""margin: 0px; padding: 0px; border: 0px; font-size: 14px; font-family: Gotham, Arial, 'Helvetica Neue', Helvetica, sans-serif; vertical-align: baseline; box-sizing: border-box; width: 669.328px; color: #3d3835;""><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de&nbsp;entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></div>";"adulto, perro, raza pequena";"La linea mas completa de alimentos para mascotas encontrala en La Masc";"Alimentos para perros al mejor precio";"Pro Plan";SI;;;;
old-prince-noveles-cordero-y-arroz-adulto-raza-mediana-y-grande-x-3-kg;"Old Prince Noveles Cordero y Arroz Adulto Raza Mediana y Grande x 3 kg.";"Perros > Alimentos balanceados > ALIMENTOS SECOS > Old Prince";Presentación;"3 kg";Etapa;Adulto;Razas;Mediana;19,600.00;;3.00;0.00;0.00;0.00;0;00372;;NO;NO;"<h3><strong>DESCRIPCION:</strong></h3>

<p>Alimento balanceado seco</p>

<p>Para perros adultos razas medianas y grandes.</p>

<p><strong>Ingredientes</strong><span style=""color: rgb(82, 82, 82); font-family: gotham_bookregular; font-size: 15px; text-align: justify; background-color: rgb(238, 238, 236);"">:</span>&nbsp;Harina de cordero, arroz integral, arveja, gluten de ma&iacute;z, germen de ma&iacute;z desgrasado, grasa animal (pollo), aceite de salm&oacute;n (fuente de omega 3 y 6), hidrolizado proteico de menudencias vacunas, porcinas y aviares, pulpa de remolacha (fuente de fructo-oligosac&aacute;ridos- FOS), levadura de cerveza, zeolita, sal, extracto de yucca schidigera, manano-oligosac&aacute;ridos &ndash; MOS, nucle&oacute;tidos de levadura, carbonato de calcio, dipropionato de amonio, &aacute;cido propi&oacute;nico, acetato de zinc, pirofosfato &aacute;cido de sodio, glucosamina, condroitin sulfato, col&aacute;geno hidrolizado, ascorbato de manganeso, metionina, antioxidantes naturales: extracto de romero, vitamina C, betacaroteno, &aacute;cido c&iacute;trico, tocoferoles, licopeno, lute&iacute;na, polifenoles, taurina, vitaminas: A, D3, E, K, B1, B2, B6, B12, &aacute;cido f&oacute;lico, &aacute;cido nicot&iacute;nico, &aacute;cido pantot&eacute;nico, biotina, colina, minerales: zinc, hierro, cobre, yodo, selenio.</p>

<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>
";;"La linea mas completa de alimentos para mascotas encontrala en La Masc";"Alimentos para perros al mejor precio";"Old Prince";SI;;;;
old-prince-noveles-cordero-y-arroz-adulto-raza-mediana-y-grande-x-3-kg;;;Presentación;"3 kg";Etapa;Adulto;Razas;Grande;19,600.00;;3.00;0.00;0.00;0.00;0;00372;;;;;;;;;;;;;
old-prince-equilibrium-cachorro-raza-pequena-x-7-5-kg;"Old Prince Equilibrium Cachorro Raza Pequeña x 7.5 kg.";"Perros > Alimentos balanceados > ALIMENTOS SECOS > Old Prince";Presentación;"7.5 kg";Etapa;Cachorro;Razas;Pequeña;39,200.00;;7.50;0.00;0.00;0.00;0;00370;;SI;NO;"<h3><strong>DESCRIPCION:</strong></h3>

<p>Alimento balanceado seco</p>

<p>Para perros cachorros de&nbsp;razas peque&ntilde;as.</p>

<p><strong>Ingredientes</strong><span style=""color: rgb(82, 82, 82); font-family: gotham_bookregular; font-size: 15px; text-align: justify; background-color: rgb(238, 238, 236);"">:&nbsp;</span>Harina de pollo, arroz, gluten de ma&iacute;z, germen de ma&iacute;z desgrasado, aceite de pollo , aceite de pescado (fuente de omega), hidrolizado de menudencias porcinas y aviares, pulpa de remolacha (fuente de fructo-oligosac&aacute;ridos &ndash; FOS), fibra insoluble (celulosa), levadura de cerveza, zeolita, extracto de yucca schidigera, manano- oligosac&aacute;ridos &ndash; MOS, dipropionato de calcio, &aacute;cido prop&iacute;nico, pirofosfato &aacute;cido de sodio, glucosamina, condroitin sulfato, metionina, antioxidantes naturales: extracto de romero, &aacute;cido c&iacute;trico, vitamina C, betacaroteno, licopeno, lute&iacute;na, polifenoles, vitaminas: A, D3, E, K, B1, B2, B6, B12, &aacute;cido f&oacute;lico, &aacute;cido nicot&iacute;nico, pantotenato de calcio, biotina, colina, minerales: zinc, hierro, cobre, manganeso, yodo, selenio.</p>

<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>
";;"La linea mas completa de alimentos para mascotas encontrala en La Masc";"Alimentos para perros al mejor precio";"Old Prince";SI;;;;
old-prince-equilibrium-adulto-raza-pequena-x-15-kg;"Old Prince Equilibrium Adulto Raza Pequeña x 15 kg.";"Perros > Alimentos balanceados > ALIMENTOS SECOS > Old Prince";Presentación;"15 kg";Etapa;Adulto;Razas;Pequeña;68,900.00;;15.00;0.00;0.00;0.00;0;00366;;SI;NO;"<h3><strong>DESCRIPCION:</strong></h3>
<p>Alimento balanceado seco</p>
<p>Para perros adultos de&nbsp;razas peque&ntilde;as.</p>
<p><strong>Ingredientes</strong><span style=""color: #525252; font-family: gotham_bookregular; font-size: 15px; text-align: justify; background-color: #eeeeec;"">:&nbsp;</span>Harina de pollo, arroz, gluten de ma&iacute;z, germen de ma&iacute;z desgrasado, aceite de pollo , aceite de pescado (fuente de omega), hidrolizado de menudencias porcinas y aviares, pulpa de remolacha (fuente de fructo-oligosac&aacute;ridos &ndash; FOS), fibra insoluble (celulosa), levadura de cerveza, zeolita, extracto de yucca schidigera, manano- oligosac&aacute;ridos &ndash; MOS, dipropionato de calcio, &aacute;cido prop&iacute;nico, pirofosfato &aacute;cido de sodio, glucosamina, condroitin sulfato, metionina, antioxidantes naturales: extracto de romero, &aacute;cido c&iacute;trico, vitamina C, betacaroteno, licopeno, lute&iacute;na, polifenoles, vitaminas: A, D3, E, K, B1, B2, B6, B12, &aacute;cido f&oacute;lico, &aacute;cido nicot&iacute;nico, pantotenato de calcio, biotina, colina, minerales: zinc, hierro, cobre, manganeso, yodo, selenio.</p>
<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>";"adulto, perro, raza pequena";"La linea mas completa de alimentos para mascotas encontrala en La Masc";"Alimentos para perros al mejor precio";"Old Prince";SI;;;;
complete-gato-adulto-control-de-peso-castrado-x-7-5-kg;"Complete Gato Adulto Control de Peso/Castrado x 7.5 kg.";"Gatos > Alimentos balanceados, Gatos > Alimentos balanceados > ALIMENTOS SECOS > Vital Can > Complete";Presentación;"7.5 kg";Etapa;Adulto;;;46,700.00;;7.50;0.00;0.00;0.00;0;00260;;NO;NO;"<p>Vitalcan Complete&nbsp;es ideal para gatos adultos de 12 meses a 7 a&ntilde;os con tendencia al sobrepeso porque les proporciona:</p>
<ul>
<li>Low In Fat Formula / F&oacute;rmula reducida en grasas:&nbsp;Posee un 20% menos de grasas respecto a la f&oacute;rmula Complete Gato Adulto.</li>
<li>Healthy Skin &ndash; Shiny Coat / Piel Saludable &ndash; Pelaje brillante:&nbsp;El aceite de pollo, fuente de omega 6, brinda humectaci&oacute;n a la piel y brillo al pelaje.</li>
<li>Reduce Body Fat: L- Cartine Plus / Reducci&oacute;n Grasa Corporal: L-Carnitina Plus:&nbsp;Con L- carnitina, ingrediente que permite transportar las grasas para convertirlas en energ&iacute;a, generando as&iacute; un descenso m&aacute;s r&aacute;pido y saludable de peso.</li>
<li>Con Hairball Control.&nbsp;</li>
</ul>
<p>&nbsp;</p>
<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>
<p>Dale a tu mascota lo mejor en alimentos y vis&iacute;ta tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece.</p>";"castrado, control de peso";;;"Vital Can Complete";SI;;;;
